sample_id,group_id,split_role,design_block,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,source_count,total_source_area_mm2,layout_kind,alignment_relation,peak_deltaT_K,mean_deltaT_K,Rth_peak_K_W,top_heat_flux_W,bottom_heat_flux_W,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,junction_temperature_K,top_surface_mean_temperature_K,bottom_surface_mean_temperature_K,top_branch_R_ambient_K_W,bottom_branch_R_ambient_K_W,top_internal_R_junction_to_surface_K_W,bottom_internal_R_junction_to_surface_K_W,top_film_R_surface_to_ambient_K_W,bottom_film_R_surface_to_ambient_K_W,effective_R_junction_to_ambient_K_W,parallel_branch_R_effective_K_W,parallel_branch_relative_closure_error,in_30_80_K_window,solver_peak_minus_projected_peak_K,projected_field_cv_rms_deltaT_K,minimum_source_control_volume_count,minimum_source_in_plane_interval_count,all_layers_covered_by_1024_points,all_interfaces_covered_by_1024_points
p1e_g00_t0_b2_p2,p1e_g00,train,complete_factorial,500.0,80.0,10.0,3,16.656663618624556,distributed,partly_aligned,201.91416073962455,164.96131795090713,20.191416073962454,9.064597494275988,0.935402506417241,0.9064597494275988,0.0935402506417241,-6.932291407579783e-11,7.193694457729715e-11,494.1788616488102,481.29349920203254,416.9252388246259,21.42167501330623,207.5885624815674,1.4215040938016683,82.58864210240304,20.000170919504562,124.99992037916438,19.41788616488102,19.417886163534916,-6.932278236598083e-11,False,0.14823031115884078,173.6353880816878,702,12,True,True
p1e_g00_t0_b2_p3,p1e_g00,train,complete_factorial,500.0,80.0,14.0,3,16.656663618624556,distributed,partly_aligned,282.67982503244014,230.94584512853856,20.191416073745724,12.690436491834605,1.309563508968742,0.9064597494167576,0.09354025064062443,-5.738194046906691e-11,1.2815753059528343e-10,571.8504063053035,553.8108988798101,463.695334352552,21.42167501332361,207.58856248169351,1.4215040938190389,82.58864210252906,20.000170919504573,124.99992037916446,19.417886164664537,19.4178861635503,-5.738202302935638e-11,False,0.2075224356212857,243.0895433115346,702,12,True,True
p1e_g00_t0_b3_p0,p1e_g00,train,complete_factorial,500.0,200.0,2.0,3,16.656663618624556,distributed,partly_aligned,38.366777521807364,29.06911852123108,19.183388760903682,1.7139027476732984,0.2860972527969554,0.8569513738366492,0.1430486263984777,-2.3512691793570184e-10,7.032438848124455e-11,336.82822312319854,334.2783648159226,314.30484850781136,21.487930498503804,128.72623823946924,1.4877497050153456,78.72628763538715,20.00018079348846,49.99995060408209,18.41411156159927,18.414111557269617,-2.35126906124146e-10,True,0.029600529305753298,31.75197881441215,702,12,True,True
p1e_g00_t0_b3_p1,p1e_g00,train,complete_factorial,500.0,200.0,6.0,3,16.656663618624556,distributed,partly_aligned,115.10033255106305,87.20735555161085,19.183388758510507,5.141708242301582,0.858291758271577,0.8569513737169303,0.14304862637859617,-9.55264756186125e-11,7.077650909336538e-11,410.4846693552658,402.8350944334023,342.9145455174696,21.48793049871876,128.72623824066443,1.487749705230132,78.72628763658236,20.000180793488628,49.99995060408208,18.414111559210966,18.41411155745193,-9.552659407758426e-11,False,0.08880158791316717,95.2559364303052,702,12,True,True
p1e_g00_t0_b3_p2,p1e_g00,train,complete_factorial,500.0,200.0,10.0,3,16.656663618624556,distributed,partly_aligned,191.83388758033607,145.3455925820171,19.183388758033608,8.569513736930249,1.4304862637471025,0.8569513736930249,0.14304862637471025,-6.773515082159065e-11,7.161087286769739e-11,484.1411155873404,471.3918240508895,371.5242425271731,21.487930498761646,128.72623824082726,1.487749705272996,78.72628763674516,20.00018079348865,49.99995060408211,18.41411155873404,18.414111557486756,-6.773518025353764e-11,False,0.14800264652546957,158.75989404621376,702,12,True,True
p1e_g00_t0_b3_p3,p1e_g00,train,complete_factorial,500.0,200.0,14.0,3,16.656663618624556,distributed,partly_aligned,268.5674426095992,203.48382961241893,19.183388757828514,11.997319231558599,2.002680769222616,0.8569513736827571,0.143048626373044,-5.5801078043974226e-11,1.2775583473817734e-10,557.7975618194087,539.9485536683703,400.13393953687586,21.487930498780067,128.72623824089467,1.4877497052914153,78.7262876368126,20.000180793488653,49.99995060408205,18.41411155852919,18.414111557501663,-5.580103634420416e-11,False,0.20720370513436137,222.26385166211716,702,12,True,True
p1e_g00_t1_b0_p0,p1e_g00,train,complete_factorial,1000.0,1.0,2.0,3,16.656663618624556,distributed,partly_aligned,24.166418957712892,20.344233053255525,12.083209478856446,1.9979625439989959,0.002037456452095741,0.9989812719994979,0.0010187282260478705,-2.2554580338812746e-10,6.991243496005216e-11,322.60441869828804,319.97993407277977,320.37454960696937,11.313734967745924,11094.430349682807,1.313580493984272,1094.4376695879896,10.000154473761652,9999.992680094818,11.302209349144022,11.302209346594857,-2.2554567486294796e-10,False,0.02968245002114145,20.88724494117289,702,12,True,True
p1e_g00_t1_b0_p1,p1e_g00,train,complete_factorial,1000.0,1.0,6.0,3,16.656663618624556,distributed,partly_aligned,72.49925686471607,61.032699151543305,12.083209477452678,5.993887631156586,0.0061123693555010915,0.998981271859431,0.0010187282259168486,-8.534778641923942e-11,7.057843638124583e-11,367.8132560864647,359.93980220993586,361.1236488130469,11.313734967930891,11094.43034973553,1.313580494169122,1094.437669640699,10.00015447376177,9999.992680094832,11.30220934774412,11.302209346779502,-8.534763435866559e-11,True,0.08904735005836528,62.66173481525934,702,12,True,True
p1e_g00_t1_b0_p2,p1e_g00,train,complete_factorial,1000.0,1.0,10.0,3,16.656663618624556,distributed,partly_aligned,120.83209477171204,101.72116524981605,12.083209477171204,9.989812718314132,0.010187282258902124,0.9989812718314133,0.0010187282258902123,-5.7303443587453094e-11,7.092816741616628e-11,413.0220934746412,399.89967034709144,401.8727480190811,11.313734967967916,11094.43034975076,1.313580494206132,1094.4376696559395,10.000154473761784,9999.992680094821,11.302209347464123,11.302209346816467,-5.73034997867003e-11,False,0.14841225008899528,104.43622468933587,702,12,True,True
p1e_g00_t1_b0_p3,p1e_g00,train,complete_factorial,1000.0,1.0,14.0,3,16.656663618624556,distributed,partly_aligned,169.1649326787117,142.40963134807302,12.083209477050834,13.985737805471713,0.014262195162298479,0.9989812718194081,0.0010187282258784628,-4.528651610459709e-11,7.130911430470228e-11,458.23093086281796,439.8595384842475,442.62184722506856,11.313734967983773,11094.430349760943,1.3135804942219738,1094.4376696661225,10.0001544737618,9999.992680094821,11.30220934734414,11.302209346832303,-4.528651590303655e-11,False,0.20777715012479803,146.21071456340078,702,12,True,True
p1e_g00_t1_b1_p0,p1e_g00,train,complete_factorial,1000.0,20.0,2.0,3,16.656663618624556,distributed,partly_aligned,23.821626900785134,19.358611484535455,11.910813450392567,1.9646881516954888,0.035311848755133,0.9823440758477444,0.0176559243775665,-2.2531091228850109e-10,6.938712209226506e-11,322.26250104224073,319.6471901494881,317.6559093549602,11.331315365763574,630.4541344356718,1.3311582759307974,130.45455986245665,10.000157089832777,499.9995745732151,11.131250521120364,11.131250518612372,-2.2531089669689323e-10,False,0.02966684730824909,20.088661284250076,702,12,True,True
p1e_g00_t1_b1_p1,p1e_g00,train,complete_factorial,1000.0,20.0,6.0,3,16.656663618624556,distributed,partly_aligned,71.46488069408542,58.07583444560954,11.910813449014237,5.8940644542596825,0.10593554625087503,0.9823440757099471,0.017655924375145838,-8.509292344823412e-11,6.980542868397797e-11,366.787503118463,358.94157044019704,352.96772805761856,11.331315365951793,630.4541344441441,1.3311582761188938,130.45455987092998,10.000157089832898,499.99957457321403,11.131250519743835,11.131250518796644,-8.509293439957893e-11,True,0.08900054193048845,60.265983844695576,702,12,True,True
p1e_g00_t1_b1_p2,p1e_g00,train,complete_factorial,1000.0,20.0,10.0,3,16.656663618624556,distributed,partly_aligned,119.10813448737923,96.79305740668131,11.910813448737922,9.8234407568239,0.17655924374660625,0.9823440756823899,0.017655924374660625,-5.705055317051233e-11,7.088735165247866e-11,411.31250519468557,398.23595073090627,388.2795467602714,11.331315365989438,630.4541344458787,1.33115827615651,130.45455987266547,10.000157089832928,499.99957457321324,11.131250519468557,11.131250518833511,-5.7050714348586e-11,False,0.14833423655380784,100.44330640514004,702,12,True,True
p1e_g00_t1_b1_p3,p1e_g00,train,complete_factorial,1000.0,20.0,14.0,3,16.656663618624556,distributed,partly_aligned,166.75138828067128,135.51028036775404,11.910813448619377,13.75281705938791,0.24718294124234802,0.982344075670565,0.01765592437445343,-4.501842946044324e-11,7.123859705331274e-11,455.83750727090603,437.53033102161345,423.5913654629297,11.33131536600559,630.4541344465867,1.3311582761726468,130.4545598733731,10.000157089832943,499.99957457321364,11.13125051935043,11.13125051884932,-4.5018325975476576e-11,False,0.20766793117581983,140.62062896558416,702,12,True,True
p1e_g00_t1_b2_p0,p1e_g00,train,complete_factorial,1000.0,80.0,2.0,3,16.656663618624556,distributed,partly_aligned,23.15771481106907,17.4610162066152,11.578857405534535,1.9006257044943582,0.0993742959552878,0.9503128522471791,0.0496871479776439,-2.24822993555307e-10,6.940248103117213e-11,321.6041579152575,319.0065656768301,312.4217719882822,11.366866113707031,217.40187145555217,1.3667037293481283,92.40202246169126,10.000162384358903,124.99984899386091,10.802078957628737,10.802078955200182,-2.248229386487806e-10,False,0.029634990339957312,18.65228328879894,702,12,True,True
p1e_g00_t1_b2_p1,p1e_g00,train,complete_factorial,1000.0,80.0,6.0,3,16.656663618624556,distributed,partly_aligned,69.47314442519911,52.38304861260573,11.578857404199852,5.701877112682459,0.29812288782456475,0.9503128521137431,0.04968714797076079,-8.450388537066071e-11,7.05629350943107e-11,364.8124737377818,357.0196970224849,337.2653159596849,11.366866113901677,217.4018714588654,1.366703729542633,92.40202246500247,10.000162384359044,124.99984899386291,10.802078956296961,10.802078955384143,-8.4503943093966e-11,True,0.08890497102265726,55.95684985892668,702,12,True,True
p1e_g00_t1_b2_p2,p1e_g00,train,complete_factorial,1000.0,80.0,10.0,3,16.656663618624556,distributed,partly_aligned,115.78857403932341,87.30508101863413,11.578857403932341,9.503128520870536,0.4968714796946029,0.9503128520870536,0.04968714796946029,-5.651391576932951e-11,7.095942430476641e-11,408.02078956030584,395.03282836813935,362.1088599311824,11.36686611394061,217.40187145919452,1.366703729581543,92.402022465332,10.000162384359067,124.99984899386253,10.802078956030584,10.802078955420116,-5.651394726734488e-11,False,0.14817495170723305,93.26141642907464,702,12,True,True
p1e_g00_t1_b2_p3,p1e_g00,train,complete_factorial,1000.0,80.0,14.0,3,16.656663618624556,distributed,partly_aligned,162.10400365344958,122.22711342465809,11.578857403817826,13.304379929058719,0.6956200715645444,0.9503128520756228,0.04968714796889603,-4.45188013437863e-11,7.114292877656853e-11,451.22910538283105,433.04595971379496,386.95240390266775,11.36686611395729,217.4018714593674,1.366703729598208,92.4020224655051,10.000162384359083,124.99984899386233,10.802078955916503,10.802078955435608,-4.451877509181141e-11,False,0.207444932389933,130.56598299922112,702,12,True,True
p1e_g00_t1_b3_p0,p1e_g00,train,complete_factorial,1000.0,200.0,2.0,3,16.656663618624556,distributed,partly_aligned,22.571113855607734,15.784771189084038,11.285556927803867,1.844035998995332,0.15596400145473233,0.922017999497666,0.07798200072736616,-2.250322150842976e-10,6.95202217290312e-11,321.02252734520414,318.4406686210027,307.7981858558264,11.40028033978601,134.7908950085883,1.4001129726361488,84.79098616366325,10.000167367149862,49.99990884492506,10.51126367260207,10.511263670236694,-2.2503245325571313e-10,False,0.02960392814759416,17.51587611747095,702,12,True,True
p1e_g00_t1_b3_p1,p1e_g00,train,complete_factorial,1000.0,200.0,6.0,3,16.656663618624556,distributed,partly_aligned,67.71334155905873,47.35431356064524,11.28555692650979,5.532107996208584,0.46789200429681066,0.9220179993680974,0.0779820007161351,-8.423243584113986e-11,6.953788818078896e-11,363.0675820278604,355.32200585523464,323.39455756411013,11.400280339986782,134.79089501143307,1.400112972836787,84.79098616650734,10.000167367149997,49.99990884492573,10.511263671310067,10.511263670424675,-8.423262354608557e-11,True,0.08881178444846682,52.5476283453966,702,12,True,True
p1e_g00_t1_b3_p2,p1e_g00,train,complete_factorial,1000.0,200.0,10.0,3,16.656663618624556,distributed,partly_aligned,112.8555692625028,78.9238559322001,11.28555692625028,9.220179993421937,0.7798200071385876,0.9220179993421936,0.07798200071385876,-5.605241826245333e-11,7.110214458279547e-11,405.1126367105176,392.20334308946764,338.9909292723786,11.400280340026917,134.79089501205536,1.4001129728768869,84.79098616712979,10.00016736715003,49.99990884492558,10.511263671051761,10.511263670462581,-5.605227673605509e-11,False,0.1480196407504195,87.57938057332,702,12,True,True
p1e_g00_t1_b3_p3,p1e_g00,train,complete_factorial,1000.0,200.0,14.0,3,16.656663618624556,distributed,partly_aligned,157.9977969659476,110.49339830376961,11.285556926139114,12.908251990634955,1.0917480099810732,0.9220179993310682,0.0779820007129338,-4.400204010681006e-11,7.128251147339974e-11,447.15769139317166,429.0846803236973,354.5873009806824,11.400280340044167,134.79089501223163,1.400112972894122,84.7909861673062,10.000167367150045,49.99990884492544,10.511263670940833,10.511263670478318,-4.4001879681110025e-11,False,0.2072274970519743,122.61113280124799,702,12,True,True
p1e_g00_t2_b0_p0,p1e_g00,train,complete_factorial,1750.0,1.0,2.0,3,16.656663618624556,distributed,partly_aligned,15.603007250086876,11.803063633769213,7.801503625043438,1.9988122355064435,0.0011877649288772258,0.9994061177532217,0.0005938824644386129,-2.17660358378495e-10,6.916376642193913e-11,314.0421179299208,311.4220910045845,311.87763416915993,7.025231125005043,11822.303882296437,1.3107919187178851,1822.3166117616347,5.7144392062871585,9999.987270534803,7.021058964960389,7.021058963432182,-2.176604557788406e-10,False,0.029622162328905688,12.362476090098232,702,12,True,True
p1e_g00_t2_b0_p1,p1e_g00,train,complete_factorial,1750.0,1.0,6.0,3,16.656663618624556,distributed,partly_aligned,46.80902174547009,35.40919089677295,7.801503624245015,5.996436705683884,0.0035632947862246187,0.9994061176139807,0.0005938824643707698,-7.835141512732106e-11,7.021970829322558e-11,342.1263537849904,334.26627300898014,335.63290250340935,7.025231125188029,11822.303882307782,1.3107919189007466,1822.3166117729404,5.714439206287282,9999.98727053484,7.021058964165064,7.021058963614954,-7.835145416652476e-11,True,0.08886648699922262,37.08742826570369,702,12,True,True
p1e_g00_t2_b0_p2,p1e_g00,train,complete_factorial,1750.0,1.0,10.0,3,16.656663618624556,distributed,partly_aligned,78.01503624086695,59.015318159814605,7.801503624086695,9.994061175861182,0.005938824643583154,0.9994061175861182,0.0005938824643583155,-5.047650769585133e-11,7.04861092572252e-11,370.21058964005994,357.11045501337503,359.38817083777025,7.025231125224719,11822.303882287859,1.3107919189374058,1822.3166117530031,5.714439206287314,9999.987270534855,7.021058964005993,7.021058963651595,-5.047647232566132e-11,True,0.14811081166590156,61.81238044133839,702,12,True,True
p1e_g00_t2_b0_p3,p1e_g00,train,complete_factorial,1750.0,1.0,14.0,3,16.656663618624556,distributed,partly_aligned,109.22105073624698,82.62144542283104,7.801503624017641,13.991685646038473,0.008314354500934524,0.9994061175741766,0.000593882464352466,-3.852909942976744e-11,7.064422149141853e-11,398.2948254951293,379.95463701776976,383.1434391720593,7.025231125240436,11822.303882289489,1.3107919189531176,1822.3166117546502,5.714439206287318,9999.987270534839,7.021058963937809,7.021058963667293,-3.8529238308807074e-11,False,0.20735513632735092,86.53733261695594,702,12,True,True
p1e_g00_t2_b1_p0,p1e_g00,train,complete_factorial,1750.0,20.0,2.0,3,16.656663618624556,distributed,partly_aligned,15.484153464740132,11.30796693594574,7.742076732370066,1.9792704692519818,0.020729531183304565,0.9896352346259909,0.010364765591652282,-2.1764318298977958e-10,6.867960563447727e-11,313.92499393685887,311.31042376859193,310.3647503750611,7.035417419288577,671.7466889976736,1.3209766976693444,171.74742305147683,5.7144407216192326,499.9992659461968,6.962496968429434,6.9624969669140935,-2.1764328927491657e-10,False,0.02961125325981584,11.980983326876968,702,12,True,True
p1e_g00_t2_b1_p1,p1e_g00,train,complete_factorial,1750.0,20.0,6.0,3,16.656663618624556,distributed,partly_aligned,46.452460389471014,33.923900803251094,7.742076731578503,5.937811406928136,0.062188593541552366,0.9896352344880226,0.010364765590258727,-7.828132470947639e-11,6.952676147149406e-11,341.77498180585127,333.9312713010462,331.0942511210027,7.035417419473603,671.7466890120068,1.3209766978542243,171.74742306580822,5.714440721619379,499.99926594619853,6.962496967641878,6.962496967096845,-7.828130544505469e-11,True,0.08883375979286257,35.942949976031166,702,12,True,True
p1e_g00_t2_b1_p2,p1e_g00,train,complete_factorial,1750.0,20.0,10.0,3,16.656663618624556,distributed,partly_aligned,77.42076731421196,56.53983467055568,7.742076731421196,9.896352344604239,0.10364765589979219,0.9896352344604239,0.01036476558997922,-5.040309281056921e-11,7.024640996345839e-11,369.6249696748438,356.5521188335001,351.82375186694014,7.035417419510656,671.7466890149261,1.320976697891253,171.74742306872886,5.714440721619403,499.99926594619734,6.962496967484379,6.962496967133448,-5.040301512257182e-11,True,0.14805626632755775,59.904916625183965,702,12,True,True
p1e_g00_t2_b1_p3,p1e_g00,train,complete_factorial,1750.0,20.0,14.0,3,16.656663618624556,distributed,partly_aligned,108.38907423895375,79.15576853785878,7.74207673135384,13.85489328228032,0.14510671825802607,0.9896352344485944,0.010364765589859005,-3.845333178859838e-11,7.00912059089156e-11,397.47495754383647,379.172966365954,372.5532526128746,7.035417419526559,671.746689016206,1.3209766979071407,171.74742307000955,5.714440721619418,499.99926594619654,6.96249696741689,6.962496967149159,-3.84533904874813e-11,False,0.2072787728577623,83.86688327433609,702,12,True,True
p1e_g00_t2_b2_p0,p1e_g00,train,complete_factorial,1750.0,80.0,2.0,3,16.656663618624556,distributed,partly_aligned,15.250501595904325,10.335000367979069,7.625250797952162,1.9408668900639736,0.05913311037173481,0.9704334450319868,0.029566555185867406,-2.1785421383535564e-10,6.939946095961861e-11,313.6947720502235,311.09097474402347,307.39162362577326,7.0560078696443185,231.59228331018912,1.341564081251444,106.59253986178082,5.714443788392875,124.9997434484083,6.847386025111746,6.847386023620014,-2.178542389359776e-10,False,0.029588174468813122,11.291011784173872,702,12,True,True
p1e_g00_t2_b2_p1,p1e_g00,train,complete_factorial,1750.0,80.0,6.0,3,16.656663618624556,distributed,partly_aligned,45.751504783055,31.00500109963711,7.625250797175833,5.822600669379462,0.17739933108917766,0.9704334448965769,0.02956655518152961,-7.810654900630709e-11,6.986896285247816e-11,341.084316146037,333.2729242274285,322.17487087406613,7.056007869833107,231.5922833180478,1.3415640814400844,106.5925398696413,5.714443788393022,124.99974344840649,6.8473860243394995,6.847386023804674,-7.810652346830655e-11,True,0.08876452341718277,33.87303534814848,702,12,True,True
p1e_g00_t2_b2_p2,p1e_g00,train,complete_factorial,1750.0,80.0,10.0,3,16.656663618624556,distributed,partly_aligned,76.25250797021721,51.67500183130843,7.625250797021721,9.704334448694807,0.2956655518069164,0.9704334448694807,0.02956655518069164,-5.0172327403785746e-11,7.018290500559458e-11,368.4738602418503,355.4548737108327,336.95811812239646,7.056007869870945,231.592283319387,1.3415640814778969,106.59253987097925,5.714443788393048,124.99974344840774,6.8473860241850275,6.847386023841478,-5.017231216166711e-11,True,0.14794087236913356,56.45505891212903,702,12,True,True
p1e_g00_t2_b2_p3,p1e_g00,train,complete_factorial,1750.0,80.0,14.0,3,16.656663618624556,distributed,partly_aligned,106.75351115737521,72.34500256298902,7.625250796955372,13.586068228010241,0.4139317725248364,0.9704334448578743,0.02956655518034546,-3.82198122356974e-11,7.049658986382503e-11,395.8634043376641,377.6368231942375,351.74136537074946,7.056007869887157,231.59228331986088,1.3415640814940932,106.59253987145256,5.714443788393064,124.99974344840831,6.847386024118866,6.84738602385716,-3.821987125231737e-11,False,0.20711722131574106,79.03708247611509,702,12,True,True
p1e_g00_t2_b3_p0,p1e_g00,train,complete_factorial,1750.0,200.0,2.0,3,16.656663618624556,distributed,partly_aligned,15.038617022667722,9.453164922682664,7.519308511333861,1.9060603114345216,0.09393968900029345,0.9530301557172608,0.046969844500146726,-2.174075225402916e-10,6.917333419639889e-11,313.48604151707946,310.89208000817354,304.6969701068447,7.075348789425092,143.56063619752166,1.3609021148725755,93.56078888240015,5.714446674552517,49.99984731512153,6.743020758539728,6.743020757073745,-2.174075731500396e-10,False,0.029564576373843465,10.744623733836287,702,12,True,True
p1e_g00_t2_b3_p1,p1e_g00,train,complete_factorial,1750.0,200.0,6.0,3,16.656663618624556,distributed,partly_aligned,45.11585106342636,28.359494764258326,7.519308510571061,5.718180933504906,0.2818190669650506,0.9530301555841509,0.0469698444941751,-7.832604009827548e-11,6.965538108486706e-11,340.45812454668754,332.67624001995733,314.09091031874215,7.075348789617455,143.56063619962555,1.36090211506483,93.56078888450543,5.714446674552625,49.999847315120135,6.743020757781257,6.7430207572531025,-7.832608382330492e-11,True,0.08869372912482731,32.23387119744244,702,12,True,True
p1e_g00_t2_b3_p2,p1e_g00,train,complete_factorial,1750.0,200.0,10.0,3,16.656663618624556,distributed,partly_aligned,75.19308510419768,47.26582460577538,7.519308510419767,9.530301555575342,0.4696984449273502,0.9530301555575342,0.046969844492735016,-5.0269205464914535e-11,7.00764805519358e-11,367.43020757629654,354.4604000317415,323.4848505305169,7.075348789655984,143.56063620079942,1.360902115103333,93.56078888567923,5.714446674552652,49.99984731512018,6.743020757629654,6.7430207572906875,-5.0269189527209846e-11,True,0.1478228818818934,53.72311866102359,702,12,True,True
